SEQNOS,CHRIS_CODE,CAS_NUMBER,UN_NUMBER,AMOUNT_OF_MATERIAL,UNIT_OF_MEASURE,NAME_OF_MATERIAL,IF_REACHED_WATER,AMOUNT_IN_WATER,UNIT_OF_MEASURE_REACH_WATER
1204629,NCC,000000-00-0,,0,UNKNOWN AMOUNT,FIRE-FIGHTING FOAM,YES,0,UNKNOWN AMOUNT
1204629,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,UNKNOWN,0,UNKNOWN AMOUNT
1204630,OIL,000000-00-0,,0.5,BARREL(S),OIL: CRUDE,YES,0.5,BARREL(S)
1204631,OHY,000000-00-0,,8,OUNCE(S),HYDRAULIC OIL,YES,8,OUNCE(S)
1204632,OHY,000000-00-0,,0.5,GALLON(S),HYDRAULIC OIL,YES,0.5,GALLON(S)
1204633,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1204634,HFA,007664-39-3,,40,GALLON(S),HYDROFLUORIC ACID,NO,,
1204634,NCC,000000-00-0,,40,GALLON(S), NCP IRIDITE,NO,,
1204634,NCC,000000-00-0,,70,GALLON(S),AKLEEN 002 LF (UN 3082),NO,,
1204634,NCC,000000-00-0,,70,GALLON(S),ALUMON 108 LF (UN 3264),NO,,
1204635,NCC,000000-00-0,,2,POUND(S),GALVANIZED CLAY,NO,,
1204637,OTH,000000-00-0,,2,BARREL(S),"CRUDE OIL, PARAFFIN, OTHER OILS",YES,2,BARREL(S)
1204638,ODS,000000-00-0,,0,UNKNOWN AMOUNT,OIL: DIESEL,YES,0,UNKNOWN AMOUNT
1204639,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1204640,DZB,000000-00-0,,500,BARREL(S),SALT WATER,YES,199,BARREL(S)
1204641,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1204642,OTH,000000-00-0,,10,BARREL(S),JET A,NO,,
1204643,ODS,000000-00-0,,5,BARREL(S),OIL: DIESEL,NO,,
1204644,ODS,000000-00-0,,5,GALLON(S),OIL: DIESEL,NO,,
1204646,ODS,000000-00-0,,50,GALLON(S),OIL: DIESEL,YES,0,UNKNOWN AMOUNT
1204647,OIL,000000-00-0,,1,BARREL(S),OIL: CRUDE,YES,1,BARREL(S)
1204650,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1204651,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,NO,,
1204653,OHY,000000-00-0,,1,GALLON(S),HYDRAULIC OIL,YES,1,GALLON(S)
1204654,GAS,000000-00-0,,0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),YES,0,UNKNOWN AMOUNT
1204655,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,20,GALLON(S)
1204656,ODS,000000-00-0,,1200,BARREL(S),OIL: DIESEL,NO,,
1204657,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1204658,NCC,000000-00-0,,118,TON(S),COAL,NO,,
1204659,ODS,000000-00-0,,25,GALLON(S),OIL: DIESEL,YES,5,GALLON(S)
1204660,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1204661,GAS,000000-00-0,,0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),NO,,
1204662,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1204663,GAS,000000-00-0,,0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),UNKNOWN,0,UNKNOWN AMOUNT
1204664,NCC,000000-00-0,,0,UNKNOWN AMOUNT,MINE DRAINAGE WATER,NO,,
1204664,ZSF,007733-02-0,,0,UNKNOWN AMOUNT,ZINC SULFATE,NO,,
1204665,GAS,000000-00-0,,0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),UNKNOWN,0,UNKNOWN AMOUNT
1204666,GAS,000000-00-0,,1,GALLON(S),GASOLINE: AUTOMOTIVE (UNLEADED),YES,1,GALLON(S)
1204668,GAS,000000-00-0,,1,BARREL(S),GASOLINE: AUTOMOTIVE (UNLEADED) - REFINED PRODUCTS,NO,,
1204669,NCC,000000-00-0,,1,PINT(S),GLYCOL,NO,,
1204671,OTH,000000-00-0,,0,UNKNOWN AMOUNT,OTHER OIL (LUBE OIL MIXED WITH AN OIL BASED PAINT),YES,0,UNKNOWN AMOUNT
1204672,OTW,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, FUEL: NO. 2",YES,0,UNKNOWN AMOUNT
1204675,EGL,000107-21-1,,5,GALLON(S),ETHYLENE GLYCOL,YES,0,UNKNOWN AMOUNT
1204675,OMT,000000-00-0,,10,GALLON(S),"OIL, MISC: MOTOR",YES,0,UNKNOWN AMOUNT
1204677,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1204678,NCC,000000-00-0,,0,UNKNOWN AMOUNT,SMOKE FROM LITHIUM ION BATTERY,NO,,
1204679,VCM,000075-01-4,,0,UNKNOWN AMOUNT,VINYL CHLORIDE,NO,,
1204682,EGL,000107-21-1,,0,UNKNOWN AMOUNT,ETHYLENE GLYCOL,NO,,
1204682,OTH,000000-00-0,,50,GALLON(S),OILY MIXTURE,NO,,
1204683,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1204684,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1204685,OHY,000000-00-0,,20,GALLON(S),HYDRAULIC OIL,YES,0,UNKNOWN AMOUNT
1204686,ODS,000000-00-0,,30,GALLON(S),OIL: DIESEL,YES,0,UNKNOWN AMOUNT
1204687,OTH,000000-00-0,,0,UNKNOWN AMOUNT,PAINT CHIPS,YES,0,UNKNOWN AMOUNT
1204687,UNK,000000-00-0,,0,UNKNOWN AMOUNT,SANDBLASTING MATERIAL,YES,0,UNKNOWN AMOUNT
1204689,OUN,000000-00-0,,0,UNKNOWN AMOUNT,TAR BALLS,UNKNOWN,0,UNKNOWN AMOUNT
1204690,AMS,000000-00-0,,6,CUBIC YARD(S),AMMONIUM SULFATE,NO,,
1204691,NCC,000000-00-0,,0,UNKNOWN AMOUNT,RAW SEWAGE,YES,0,UNKNOWN AMOUNT
1204694,UNK,000000-00-0,,55,GALLON(S),BURCO,YES,0,UNKNOWN AMOUNT
1204695,NCC,000000-00-0,,0,UNKNOWN AMOUNT,MILK,YES,0,UNKNOWN AMOUNT
1204695,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,YES,0,UNKNOWN AMOUNT
1204697,SFA,007664-93-9,,0,UNKNOWN AMOUNT,BATTERY ACID,YES,0,UNKNOWN AMOUNT
1204698,GAS,000000-00-0,,0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),NO,,
1204701,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,NO,,
1204702,OMT,000000-00-0,,1.37,TEASPOON(S),"OIL, MISC: MOTOR",YES,1.37,TEASPOON(S)
1204705,ODS,000000-00-0,,0,UNKNOWN AMOUNT,OIL: DIESEL,YES,0,UNKNOWN AMOUNT
1204707,ODS,000000-00-0,,20,GALLON(S),OIL: DIESEL,NO,,
1204708,ODS,000000-00-0,,10,GALLON(S),OIL: DIESEL,YES,0,UNKNOWN AMOUNT
1204709,OHY,000000-00-0,,10,GALLON(S),HYDRAULIC OIL,YES,10,GALLON(S)
1204710,PRP,000000-00-0,,25,GALLON(S), PROPANE LPG,NO,,
1204712,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1204713,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1204714,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1204715,ACA,000108-24-7,,6240,POUND(S),ACETIC ANHYDRIDE,NO,,
1204716,ODS,000000-00-0,,0,UNKNOWN AMOUNT,OIL: DIESEL,YES,0,UNKNOWN AMOUNT
1204717,NCC,000000-00-0,,0,UNKNOWN AMOUNT,BODY DEODORANT,NO,,
1204718,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,UNKNOWN,0,UNKNOWN AMOUNT
1204720,OHY,000000-00-0,,0,UNKNOWN AMOUNT,HYDRAULIC OIL,YES,0,UNKNOWN AMOUNT
1204720,OMT,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, MISC: MOTOR",YES,0,UNKNOWN AMOUNT
1204720,OTF,000000-00-0,,80,GALLON(S),"OIL, MISC: TRANSFORMER (NON-PCB)",YES,0,UNKNOWN AMOUNT
1204721,GAS,000000-00-0,,2,TEASPOON(S),GASOLINE: AUTOMOTIVE (UNLEADED),YES,2,TEASPOON(S)
1204729,OHY,000000-00-0,,0.27051,OUNCE(S),HYDRAULIC OIL,YES,0.27051,OUNCE(S)
1204730,OIL,000000-00-0,,2000,BARREL(S),OIL: CRUDE,YES,2000,BARREL(S)
1204731,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1204732,ODS,000000-00-0,,100,GALLON(S),OIL: DIESEL,NO,,
1204733,ODS,000000-00-0,,40,GALLON(S),OIL: DIESEL,YES,0,UNKNOWN AMOUNT
1204734,OMT,000000-00-0,,5,GALLON(S),"OIL, MISC: MOTOR",NO,,
1204735,EGL,000107-21-1,,10,GALLON(S),ETHYLENE GLYCOL,YES,0,UNKNOWN AMOUNT
1204736,OHY,000000-00-0,,2,GALLON(S),HYDRAULIC OIL,YES,0.5,CUP(S)
1204737,GAS,000000-00-0,,0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),NO,,
1204738,NCC,000000-00-0,,10.2,POUND(S),NITROGEN DIOXIDE,NO,,
1204738,NTX,010102-43-9,,11.2,POUND(S),NITRIC OXIDE,NO,,
1204740,OHY,000000-00-0,,5,GALLON(S),HYDRAULIC OIL,NO,,
1204742,BNZ,000071-43-2,,10,POUND(S),BENZENE,NO,,
1204742,HDS,007783-06-4,,100,POUND(S),HYDROGEN SULFIDE,NO,,
1204742,NCC,000000-00-0,,200,POUND(S),NITROGEN OXIDE,NO,,
1204742,SFD,000000-00-0,,500,POUND(S),SULFUR DIOXIDE,NO,,
1204743,OTH,000000-00-0,,0,UNKNOWN AMOUNT,OTHER OIL COOLING WATER AND OIL MIXTURE,YES,0,UNKNOWN AMOUNT
1204744,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1204745,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1204746,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1204748,NCC,000000-00-0,,0,UNKNOWN AMOUNT,WOOD REFUSE,NO,,
1204749,ODS,000000-00-0,,50,GALLON(S),OIL: DIESEL,YES,0,GALLON(S)
1204750,OIL,000000-00-0,,15,GALLON(S),OIL: CRUDE,NO,,
1204751,ARL,000107-02-8,,4,POUND(S),ACROLEIN,NO,,
1204752,ODS,000000-00-0,,0.25,CUP(S),OIL: DIESEL,YES,0.25,CUP(S)
1204754,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1204755,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1204757,OHY,000000-00-0,,20,GALLON(S),HYDRAULIC OIL,YES,0,UNKNOWN AMOUNT
1204759,OLB,000000-00-0,,1,PINT(S),"OIL, MISC: LUBRICATING",NO,,
1204763,ODS,000000-00-0,,5,GALLON(S),OIL: DIESEL,YES,0,UNKNOWN AMOUNT
1204766,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1204767,OLB,000000-00-0,,10,GALLON(S),"OIL, MISC: LUBRICATING",YES,10,GALLON(S)
1204768,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1204769,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1204770,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,NO,,
1204771,ODS,000000-00-0,,20,GALLON(S),OIL: DIESEL,YES,20,GALLON(S)
1204772,GAS,000000-00-0,,168,GALLON(S),GASOLINE: AUTOMOTIVE (UNLEADED),NO,,
1204774,FSF,010028-22-5,,177,GALLON(S),FERRIC SULFATE 50%,NO,,
1204775,OIL,000000-00-0,,0.52,GALLON(S),OIL: CRUDE,YES,0.52,GALLON(S)
1204776,OHY,000000-00-0,,5,GALLON(S),HYDRAULIC OIL,NO,,
1204777,OTW,000000-00-0,,0,UNKNOWN AMOUNT,HOME HEATING OIL,NO,,
1204778,ODS,000000-00-0,,10,GALLON(S),OIL: DIESEL,YES,10,GALLON(S)
1204779,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1204780,NCC,000000-00-0,,0,UNKNOWN AMOUNT,WATER WITH FLORESCENT DYE,YES,0,UNKNOWN AMOUNT
1204780,SDN,007631-99-4,,0,UNKNOWN AMOUNT,SODIUM NITRATE,YES,0,UNKNOWN AMOUNT
1204780,SNT,007632-00-0,,0,UNKNOWN AMOUNT,SODIUM NITRITE,YES,0,UNKNOWN AMOUNT
1204781,MCR,007439-97-6,,0,UNKNOWN AMOUNT,MERCURY,NO,,
1204782,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1204783,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL - POSSIBLY FUEL OIL,NO,,
1204784,OLB,000000-00-0,,1,QUART(S),"OIL, MISC: LUBRICATING",YES,1,QUART(S)
1204785,OTH,000000-00-0,,0,UNKNOWN AMOUNT,SOY BEAN OIL,NO,,
1204786,OMT,000000-00-0,,1,TEASPOON(S),"OIL, MISC: MOTOR",YES,1,TEASPOON(S)
1204787,RFG,000000-00-0,,0,UNKNOWN AMOUNT,REFRIGERANT GASES,NO,,
1204788,OHY,000000-00-0,,20,GALLON(S),HYDRAULIC OIL,YES,0.5,GALLON(S)
1204790,OLB,000000-00-0,,0.5,GALLON(S),"OIL, MISC: LUBRICATING",NO,,
1204792,OTH,000000-00-0,,10,DROP(S),DIFFERENTIAL FLUID,YES,0,UNKNOWN AMOUNT
1204793,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1204794,ODS,000000-00-0,,1300,GALLON(S),OIL: DIESEL,YES,100,GALLON(S)
1204796,GAS,000000-00-0,,0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),YES,0,UNKNOWN AMOUNT
1204797,GAS,000000-00-0,,0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),YES,0,UNKNOWN AMOUNT
1204797,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1204798,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1204800,ODS,000000-00-0,,15,GALLON(S),OIL: DIESEL,NO,,
1204801,AMA,007664-41-7,,0,UNKNOWN AMOUNT,"AMMONIA, ANHYDROUS",NO,,
1204802,NCC,000000-00-0,,0,UNKNOWN AMOUNT,DEGREASER,NO,,
1204802,OMT,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, MISC: MOTOR",NO,,
1204802,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,NO,,
1204803,OUN,000000-00-0,,0,UNKNOWN AMOUNT,POSSIBLY ENGINE OIL OR COOLANT,NO,,
1204805,OHY,000000-00-0,,4,OUNCE(S),HYDRAULIC OIL,YES,0,UNKNOWN AMOUNT
1204807,NCC,000000-00-0,,404,GALLON(S),PROCESSED WASTE WATER,NO,,
1204808,ODS,000000-00-0,,0.25,GALLON(S),DIESEL WATER MIXTURE,YES,0.25,GALLON(S)
1204809,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1204810,ODS,000000-00-0,,0,UNKNOWN AMOUNT,OIL: DIESEL,YES,0,UNKNOWN AMOUNT
1204811,ARF,000000-00-0,,4600,GALLON(S),ASPHALT BLENDING STOCKS: ROOFERS,NO,,
1204812,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,NO,,
1204813,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1204814,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,UNKNOWN,0,UNKNOWN AMOUNT
1204815,OTH,000000-00-0,,1,QUART(S),SOYBEAN OIL,NO,,
1204816,NCC,000000-00-0,,0,UNKNOWN AMOUNT,TREATED SLURRY POND WATER,YES,0,UNKNOWN AMOUNT
1204817,HDS,007783-06-4,,118.91,POUND(S),HYDROGEN SULFIDE,NO,,
1204818,CLX,007782-50-5,,0,UNKNOWN AMOUNT,CHLORINE,NO,,
1204819,OHY,000000-00-0,,0,UNKNOWN AMOUNT,HYDRAULIC OIL,YES,0,UNKNOWN AMOUNT
1204820,ODS,000000-00-0,,0,UNKNOWN AMOUNT,OIL: DIESEL,YES,0,UNKNOWN AMOUNT
1204821,OTB,000000-00-0,,25,GALLON(S),"OIL, MISC: TURBINE",YES,25,GALLON(S)
1204822,BDI,000000-00-0,,0,UNKNOWN AMOUNT,BUTADIENE,NO,,
1204822,BNZ,000071-43-2,,0,UNKNOWN AMOUNT,BENZENE,NO,,
1204822,NCC,000000-00-0,,0,UNKNOWN AMOUNT,NITRIC OXIDE,NO,,
1204823,ODS,000000-00-0,,800,GALLON(S),OIL: DIESEL,NO,,
1204824,ODS,000000-00-0,,100,GALLON(S),OIL: DIESEL,NO,,
1204825,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,UNKNOWN,0,UNKNOWN AMOUNT
1204826,ODS,000000-00-0,,2,GALLON(S),OIL: DIESEL,NO,,
1204830,ODS,000000-00-0,,0,UNKNOWN AMOUNT,OIL: DIESEL,YES,0,UNKNOWN AMOUNT
1204833,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1204834,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1204835,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1204836,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,NO,,
1204836,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,NO,,
1204837,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1204839,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,YES,0,UNKNOWN AMOUNT
1204840,OUN,000000-00-0,,0,UNKNOWN AMOUNT,TARBALLS,YES,0,UNKNOWN AMOUNT
1204841,OIL,000000-00-0,,1,BARREL(S),OIL: CRUDE,YES,1,BARREL(S)
1204844,OIL,000000-00-0,,0,UNKNOWN AMOUNT,OIL: CRUDE,YES,0,UNKNOWN AMOUNT
1204845,ODS,000000-00-0,,75,GALLON(S),OIL: DIESEL,NO,,
1204846,NCC,000000-00-0,,120,TON(S),COAL,NO,,
1204847,ODS,000000-00-0,,79500,GALLON(S),OIL: DIESEL,NO,,
1204848,OTH,000000-00-0,,173,BARREL(S),CONDENSATE,NO,,
1204849,OMT,000000-00-0,,100,GALLON(S),"OIL, MISC: MOTOR",YES,100,GALLON(S)
1204850,OTD,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, FUEL: NO. 2-D",NO,,
1204851,NCC,000000-00-0,,0,UNKNOWN AMOUNT,GREEN DYE,YES,0,UNKNOWN AMOUNT
1204852,NOX,010544-72-6,,1000,POUND(S),NITROGEN OXIDE,NO,,
1204853,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1204854,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1204855,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1204856,NCC,000000-00-0,,1,POUND(S),SEWAGE,YES,1,POUND(S)
1204858,OIL,000000-00-0,,1.5,CUP(S),OIL: CRUDE,YES,1.5,CUP(S)
1204860,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1204861,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1204862,BDI,000000-00-0,,10,POUND(S),"1,3 BUTADIENE",NO,,
1204862,BNZ,000071-43-2,,10,POUND(S),BENZENE,NO,,
1204864,NCC,000000-00-0,,100,POUND(S),SAND,NO,,
1204866,OTD,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, FUEL: NO. 2-D",YES,0,UNKNOWN AMOUNT
1204867,NCC,000000-00-0,,2,GALLON(S),GREEN DYE,YES,0,UNKNOWN AMOUNT
1204867,NCC,000000-00-0,,70,BARREL(S),NON POTTABLE WATER,YES,0,UNKNOWN AMOUNT
1204872,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1204873,SCN,000143-33-9,,25,POUND(S),SODIUM CYANIDE,NO,,
1204877,CLX,007782-50-5,,0,UNKNOWN AMOUNT,CHLORINE,NO,,
1204879,UNK,000000-00-0,,2400,GALLON(S),PROCESSED WATER MIXTURE (1.3 PPM OF AMMONIA),YES,2400,GALLON(S)
1204880,OMT,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, MISC: MOTOR",UNKNOWN,0,UNKNOWN AMOUNT
1204881,GAS,000000-00-0,,0.5,GALLON(S),GASOLINE: AUTOMOTIVE (UNLEADED),NO,,
1204882,ODS,000000-00-0,,0,UNKNOWN AMOUNT,OIL: DIESEL,YES,0,UNKNOWN AMOUNT
1204883,TPT,000000-00-0,,4000,GALLON(S),TURPENTINE,YES,0,UNKNOWN AMOUNT
1204884,ODS,000000-00-0,,200,GALLON(S),OIL: DIESEL,UNKNOWN,0,UNKNOWN AMOUNT
1204885,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1204886,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1204887,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1204888,NCC,000000-00-0,,1,GALLON(S),AFFF CONCENTRATE,NO,,
1204889,ODS,000000-00-0,,0,UNKNOWN AMOUNT,DIESEL FUMES,NO,,
1204890,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1204891,ODS,000000-00-0,,400,GALLON(S),OIL: DIESEL,YES,0,UNKNOWN AMOUNT
1204892,ODS,000000-00-0,,15,GALLON(S),DIESEL-WATER MIXTURE,YES,0,UNKNOWN AMOUNT
1204895,ONG,000000-00-0,,0,UNKNOWN AMOUNT,NATURAL GAS,NO,,
1204896,MAL,000000-00-0,,65,GALLON(S),METHANOL,NO,,
1204897,ODS,000000-00-0,,90,GALLON(S),OIL: DIESEL,YES,0,UNKNOWN AMOUNT
1204898,PAC,007664-38-2,,200,GALLON(S),PHOSPHORIC ACID,NO,,
1204899,OIL,000000-00-0,,25,BARREL(S),OIL: CRUDE,YES,10,BARREL(S)
1204900,OTH,000000-00-0,,25,GALLON(S),PETROLEUM DISTALLATES,NO,,
1204901,ODS,000000-00-0,,200,GALLON(S),OIL: DIESEL,NO,,
1204902,OMN,000000-00-0,,20,GALLON(S),"OIL, MISC: MINERAL",UNKNOWN,0,UNKNOWN AMOUNT
1204903,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1204904,BNZ,000071-43-2,,24.11,POUND(S),BENZENE,NO,,
1204904,CMO,000000-00-0,,19716.37,POUND(S),CARBON MONOXIDE,NO,,
1204904,NOX,010544-72-6,,4324.88,POUND(S),OXIDES OF NITROGEN,NO,,
1204904,PRP,000000-00-0,,6754.74,POUND(S),PROPANE,NO,,
1204905,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN GREEN CHEMICAL,UNKNOWN,0,UNKNOWN AMOUNT
1204906,NCC,000000-00-0,,5,GALLON(S),PRODUCED FLUIDS,YES,5,GALLON(S)
1204906,ONG,000000-00-0,,0,UNKNOWN AMOUNT,NATURAL GAS,NO,,
1204907,MAL,000000-00-0,,148,GALLON(S),METHYL ALCOHOL,YES,148,GALLON(S)
1204909,ODS,000000-00-0,,0,UNKNOWN AMOUNT,OIL: DIESEL,NO,,
1204910,NCC,000000-00-0,,0,UNKNOWN AMOUNT,RAW SEWAGE,YES,0,UNKNOWN AMOUNT
1204911,PPL,000000-00-0,,0,UNKNOWN AMOUNT,PROPYLENE,NO,,
1204912,ODS,000000-00-0,,200,GALLON(S),OIL: DIESEL,NO,,
1204913,ODS,000000-00-0,,400,GALLON(S),OIL: DIESEL,NO,,
1204914,UNK,000000-00-0,,20,GALLON(S),UNKNOWN MATERIAL,YES,0,UNKNOWN AMOUNT
1204915,NCC,000000-00-0,,0,UNKNOWN AMOUNT,PAINT,YES,0,UNKNOWN AMOUNT
1204915,NCC,000000-00-0,,0,UNKNOWN AMOUNT,SAND BLASTING SAND,YES,0,UNKNOWN AMOUNT
1204916,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1204917,OMN,000000-00-0,,1,GALLON(S),"OIL, MISC: MINERAL",UNKNOWN,0,UNKNOWN AMOUNT
1204919,OIL,000000-00-0,,0,UNKNOWN AMOUNT,OIL: CRUDE,YES,0,UNKNOWN AMOUNT
1204920,MTH,000000-00-0,,0,UNKNOWN AMOUNT,METHANE,NO,,
1204920,ONG,000000-00-0,,0,UNKNOWN AMOUNT,NATURAL GAS,NO,,
1204921,NCC,000000-00-0,,0,UNKNOWN AMOUNT,AFFF,YES,0,UNKNOWN AMOUNT
1204922,ODS,000000-00-0,,40,GALLON(S),OIL: DIESEL,YES,0,UNKNOWN AMOUNT
1204923,OPN,000000-00-0,,0.25,GALLON(S),"OIL, EDIBLE: PEANUT",YES,0.25,GALLON(S)
1204927,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
